institution_id;institution_name;search_result_name;institution_geolocation;dist (m);source
2876;CENTRE DE RECERCA ECOLOGIA I APLICACIONS FORESTALS;Carrer Autonomia;41.446968, 2.221008;;Mapbox
2896;Lehel Hütögépgyar Kft.;Hungária Utca;47.168848, 20.41786;;Mapbox
2908;Catalyst Software Ltd;Main Street;53.402563, -6.15338;;Mapbox
2922;Thales Nederland BV;Amsterdam;52.378, 4.9;;Mapbox
2925;Intracom Sa, Hellenic Telecommunications and Electronics Industry;Peania;37.95397, 23.852997;;Mapbox
2940;Siemens Nixdorf Inform/Syst.;Haus München;53.498898, 13.162544;;Mapbox
2951;Brameur Quality and Process Improvement Ltd;2 Kings Road;51.2847, -0.83722;;Mapbox
2981;ARGOSS;8325 XL;52.679146, 5.944076;;Mapbox
2986;Fiskeldi Eyjafjardar Ltd.;Akureyri;65.682636, -18.091299;;Mapbox
3004;UNIVERSITY OF PORTSMOUTH HIGHER EDUCATION CORPORATION;Locksway Road;50.794125, -1.049331;;Mapbox
3013;Holalax Ltd.;Hólar;65.734238, -19.114787;;Mapbox
3017;BERTIN ET CIE;Rue François Villon;43.537938, -1.472064;;Mapbox
3034;LDK CONSULTANTS ENGINEERS AND PLANNERS;11361 Eldred Avenue;44.979062, -90.180309;;Mapbox
3036;MUNICIPALITY OF MYKONOS;846 00;37.446178, 25.328008;;Mapbox
3038;CENTRE FOR RENEWABLE ENERGY SOURCES (CRES);Marathonos;38.001851, 23.940632;;Mapbox
3039;DEVELOPMENT CORPORATION OF THE MUNICIPALITY OF KERKYRA (ANEDK);Aargau;47.392715, 8.044445;;Mapbox
3062;Fondation Pegase Parlement européen, REM;1047;50.840618, 4.376855;;Mapbox
3111;De Gulden Engel;Antwerp;51.22111, 4.399708;;Mapbox
3116;ICL Ireland;2 De Vesci Terrace;53.294641, -6.145129;;Mapbox
3126;TEchnical Support for European Organisations (TESEO);Bruxelles;50.8551, 4.35121;;Mapbox
3135;Virtuo S.A.;Bruxelles;50.8551, 4.35121;;Mapbox
3138;Cabinet du Ministre President Charles Pisque;Bruxelles;50.8551, 4.35121;;Mapbox
3139;Administration de l'Aménagement du Territoire et du Logement;Bruxelles;50.8551, 4.35121;;Mapbox
3140;Editions Racine;Bruxelles;50.8551, 4.35121;;Mapbox
3151;Magic Media;Bruxelles;50.8551, 4.35121;;Mapbox
3154;TIJD NV;De Tijd;50.85045, 4.34878;;OpenAlexNormalized
3165;Virtual Identity GmbH;Freiburg;53.82571, 9.288527;;Mapbox
3167;Jazz & Rock Schule Freiburg , gemeinnützige GmbH;Freiburg;53.82571, 9.288527;;Mapbox
3169;Mapgraphic Edition;San Michele;44.92529, 7.973332;;Mapbox
3177;Star Informatic;Smd Informatic (Portugal);41.12401, -8.61241;;OpenAlexNormalized
3184;Centre d'Etudes Techniques de l'Equipement du Sud Ouest;Saint-Médard-en-Jalles;44.895245, -0.714861;;Mapbox
3186;Verlag Philipp von Zabern GmbH;Philipp-Von-Zabern-Platz 1-3;50.000612, 8.267404;;Mapbox
3232;NATIONAL CENTER FOR SCIENTIFIC RESEARCH DEMOKRITOS;El Grove;42.49519, -8.862159;;Mapbox
3240;TECHNOLOGICAL EDUCATION INSTITUTE HERAKLION;El Grove;42.49519, -8.862159;;Mapbox
3261;DELLEY SEEDS AND PLANTS LTD.;Delley Seeds and Plants (Switzerland);46.80237, 7.15128;;OpenAlexNormalized
3290;UMR 7561 CNRS - Université Henri Poincaré Nancy I;Vandœuvre-lès-Nancy;48.662395, 6.176023;;Mapbox
3293;Hebrew University of Jerusalem The Authority for Research and Development;Rehovot;31.895098, 34.811394;;Mapbox
3305;Defence Evaluation & Research Agency;Ively Road;51.28999, -0.780523;;Mapbox
3306;MATIMOP, the Israeli Industry Center;Havered;32.030897, 34.861902;;Mapbox
3314;"Institut de Géodynamique ""Sabba S. Stefanescu"" - Roumanian Academy of Sciences";Strada Jean Louis Calderon;44.440177, 26.104753;;Mapbox
3316;GEOS - Assistance Office for Scientific and Technological Development Ltd.;Strada Păcii;45.788854, 24.174857;;Mapbox
3325;ORION PHARMA;Turku;60.45069, 22.266672;;Mapbox
3346;Aliter Merco Sl;Parque Tecnológico;42.292779, -7.805858;;Mapbox
3347;Gruppo Formula Spa;Gruppo Formula (Italy);45.46427, 9.18951;;OpenAlexNormalized
3349;ALITER MERCO;Calle De Isaac Newton 1;40.594348, -3.708178;;Mapbox
3358;Centre for Renewable Energy Systems Technology;LE11 3TU;52.764828, -1.22952;;Mapbox
3379;AGRIFUTUR SRL;Via Campagnola;45.221985, 10.143408;;Mapbox
3388;LIDO GMBH;Am Flughafen;50.052541, 8.565979;;Mapbox
3396;Universite Catholique de Louvain;Avenue Albert 7369;50.813931, 4.347757;;Mapbox
3404;Rustica Prograin Génétique;Chemin De Sandreau;43.68847, 1.273987;;Mapbox
3405;Anhui Academy of Agricultural Science;230031;31.833629, 117.232264;;Mapbox
3406;Institut of Oil Crops Research-Chinese Acamedy Sciences;430062;30.579639, 114.328542;;Mapbox
3407;Directorate General of Fisheries;Directorate-General for Maritime Affairs and Fisheries;50.85045, 4.34878;;OpenAlexNormalized
3408;First Pediatric Hospital of Ho Chi Minh City;Ho Chi Minh City;10.775844, 106.701756;;Mapbox
3422;Glaxo Wellcome Research and Development Ltd;Park Road;51.398707, -0.08435;;Mapbox
3424;UNIVERSITY OF SOUTHERN DENMARK - UNIVERSITY OF ODENSE;5000;55.396469, 10.385641;;Mapbox
3427;Anatomy and Neurobiology, University of Southern Denmark-Odense;5000;55.396469, 10.385641;;Mapbox
3433;LIMAGRAIN Genetics Grandes Cultures S.A.;49320;47.354426, -0.449026;;Mapbox
3438;Environmental Management Consultants Ltd;Ecosens (Switzerland);47.41499, 8.59672;;OpenAlexNormalized
3447;KAROLINSKAUNIVERSITY;Serenadvägen;59.31057, 18.167558;;Mapbox
3450;Hellenic Telecommunications and Telematics Application Company;Mouton Dr;30.47972, -92.71823;;Mapbox
3458;Isomatic;Sofia;42.69489, 23.320782;;Mapbox
3465;Iic Consulting;The Manor House;50.34678, -3.64323;;Mapbox
3467;Fabrica Espanola de Componentes Electronicos;Calle De La Industria 4;40.353595, -3.549797;;Mapbox
3470;Superabrasive Ltd;Bd. Todor Aleksandrov 6140;42.700088, 23.308777;;Mapbox
3471;Struna Georgiev & Cie;Bd. Todor Aleksandrov 1612;42.699913, 23.309818;;Mapbox
3490;Central Research Institute for Industrial Crops;Bogor;-6.608808, 106.80683;;Mapbox
3496;Centro de Investigación Cientòfica de Yucatan AC;Mérida;20.968672, -89.62278;;Mapbox
3511;QAP DECISION S.A.R.L.;Thésy;46.912926, 5.922324;;Mapbox
3532;Hadassah Medical Organization;Jerusalem;31.773315, 35.18679;;Mapbox
3534;University of Goteborg;Bruna Stråket 16;57.681473, 11.961091;;Mapbox
3567;Fundación Ecología y Desarrollo;Calle San Miguel 49;41.747628, -1.162768;;Mapbox
3585;Consejeria de Política Territorial Gobierno de Canarias;Avenida General Franco 149;42.110322, -8.821932;;Mapbox
3593;CENTRE FOR SOFTWARE ENGINEERING;9 Estate Avenue;53.316789, -6.208217;;Mapbox
3608;AMS Biotechnologia S.L.;Calle De Abtao 5;40.403521, -3.676884;;Mapbox
3622;LECES Environnement;Voie Romaine;49.19829, 6.14971;;Mapbox
3627;UNIVERSITY OF UMEAA;Umeå;63.825768, 20.2635;;Mapbox
3633;Harreither GmbH;Oberland 71;47.906073, 14.751665;;Mapbox
3638;Agricutural Research Council;Privage;-25.800123, 28.246141;;Mapbox
3642;Centro Eori de Investigacion y Promocion Régional;Pasaje Loreto;-12.584448, -69.187356;;Mapbox
3643;Fundaçao de Tecnologia do Estado do Acre;Rio Branco;-15.242267, -58.11477;;Mapbox
3648;Centro Internacional de Entrenamientoe Investigaciones Medicas;Carrera 99;3.367631, -76.519711;;Mapbox
3651;Université du Mali;Bamako;12.649319, -8.000337;;Mapbox
3652;GROUPEMENT INTERDISCIPLINAIRE EN SCIENCES SOCIALES - COTE D'IVOIRE;Abidjan;5.320357, -4.016107;;Mapbox
3653;Institut des Sciences Humaines - Ministère des Enseignements Secondaire, Supérieur et de la Recherche Scientifique;Bamako;12.649319, -8.000337;;Mapbox
3657;UMATI - The Family Planning Association of Tanzania;Dar es Salaam;-6.816084, 39.280358;;Mapbox
3664;INSTITUTO BIOMAR SA;Polígono Industrial Cl D;42.759201, -5.152342;;Mapbox
3671;Kiviks Musteri AB;277 35;55.663238, 14.22059;;Mapbox
3674;Axcell Biotéchnologies;Saint-Genis-l'Argentière;45.70939, 4.492396;;Mapbox
3675;Fundacion AZTI - AZTI Fundazioa;S/N;28.958124, -13.552969;;Mapbox
3682;Ledesma;Arona;28.09882, -16.682062;;Mapbox
3700;A. RAZMADZE MATHEMATICAL INSTITUTE;Tbilisi;41.693459, 44.80145;;Mapbox
3701;STEKLOV MATHEMATICAL INSTITUTE - RUSSIAN ACADEMY OF SCIENCES;Saint Petersburg;59.938732, 30.316229;;Mapbox
3711;Greek Network of Health Promoting Schools;Sur;46.52217, 9.631014;;Mapbox
3718;Institut für Landes- und Stadtentwicklungsforschung des Landes Nordrhein - Westfalen;Königswall 38-40;51.515777, 7.455785;;Mapbox
3725;Freudenberg Technische Dienste KG - Forschungsdienste;Delpstraße;49.546664, 8.656871;;Mapbox
3732;Dr. D.A. Delis SA;Elliotsville Road;39.31468, -82.12931;;Mapbox
3738;Hevea BV;Kanaalstraat Oostzijde 21;52.386217, 6.280778;;Mapbox
3739;Rapra Technology Limited;Shawbury Road;52.847393, -2.721268;;Mapbox
3763;Institute of Experimental Gerontology;4031;47.563477, 7.582696;;Mapbox
3772;IRCCS POLICLINICO SAN MATTEO - ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO;Viale Camillo Golgi 2;45.195653, 9.148281;;Mapbox
3774;BIRKBECK COLLEGE - UNIVERSITY OF LONDON;Malt Street;51.483942, -0.069232;;Mapbox
3791;SWEDISH CORROSION INSTITUTE AB;Kräftriket 23;59.356016, 18.053788;;Mapbox
3792;AGRICULTURAL UNIVERSITY OF NORWAY;Nordsida 1432;63.003147, 8.976991;;Mapbox
3806;Industrial Development and Education Centre;Street 39;30.106674, 31.274497;;Mapbox
3831;Bauer und Häselbarth Chirurg GmbH;Sauerbruchstraße 7;53.758889, 9.942003;;Mapbox
3862;HADASSAH MEDICAL ORGANIZATION;Jerusalem 91120;32.968468, 35.496942;;Mapbox
3865;Univ. of Groningen;Haren;53.172596, 6.604042;;Mapbox
3895;KRZN;47445;51.489875, 6.603134;;Mapbox
3999;Q-ONE Biotech Ltd;Of;57.45865, -6.30317;;Mapbox
4000;Hadassah University Hospital;Jerusalem;31.773315, 35.18679;;Mapbox
4005;Genethon III;Rue De L'internationale;48.619057, 2.448018;;Mapbox
4007;CHIRON S.R.L.;Via Fiorentina 1;43.334452, 11.3088;;Mapbox
4035;Orziv (Skyp) Ltd.;Hayetsira 7;32.195072, 34.878087;;Mapbox
4052;ELKEDE TECHNOLOGY AND DESIGN CENTER S.A.;14452 Eldred Avenue;44.979062, -90.180329;;Mapbox
4071;General Organization of Seed Multiplication;Aleppo;36.19924, 37.163725;;Mapbox
4082;Cox Analytical Systems AB;Cox Analytical Systems (Sweden);57.70716, 11.96679;;OpenAlexNormalized
4104;C & W Specialist Equipment Ltd;Craven Arms;52.440174, -2.83558;;Mapbox
4122;All System Srl;Via Lunga;40.377247, 15.538823;;Mapbox
4124;Termi,al Bois Nord 19 (Scieisie Farges) Sarl;19300;45.405538, 2.046556;;Mapbox
4126;Divergent;60200;49.418151, 2.824406;;Mapbox
4139;National Inst. of environmental healthDept. water Hygiene;1097;47.4696, 19.083376;;Mapbox
4163;Bundesanstalt für Materialforschung und Materialprüfung;Berlin;52.517037, 13.38886;;Mapbox
4200;Scientific and Educative Association of Municipality of Philotei;15237 Elliott Road;-28.811496, 153.259401;;Mapbox
4202;UNIVERSITA COMMERCIALE 'LUIGI BOCCONI'.;Via Sarfatti 25;45.448435, 9.190171;;Mapbox
4208;Costantinos Migdalis & SIA O.E;N;36.9344, -90.74887;;Mapbox
4266;NORWEGIAN INSTITUTE OF FISHERIES AND AQUACULTURE LTD;Breivika;69.570643, 17.556793;;Mapbox
4286;Universidad de Leon;S/N;28.958124, -13.552969;;Mapbox
4293;CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS - CENTRO DE EDAFOLOGIA Y BIOLOGIA APLICADA DEL SEGURA.;Avinguda De La Fama;41.348414, 2.084926;;Mapbox
4294;NAIAS SCIENTIFIC ANALYTICAL LABORATORIES SA;185 36;37.936926, 23.644558;;Mapbox
4302;FISH CULTURE RESEARCH INSTITUTE;Anna-Liget 8;46.857004, 20.524649;;Mapbox
4319;Universtat de Girona;Avinguda Montilivi;41.957026, 2.822239;;Mapbox
4321;Aristotelian University of Thessaloniki;Campus Drive;42.029381, -88.242181;;Mapbox
4333;CLEAN POWER LTD;Impact Clean Power Technology (Poland);52.17072, 20.81214;;OpenAlexNormalized
4336;Glanbia Ingredients (Ballyragget) Ltd;Kilkenny;52.651814, -7.250667;;Mapbox
6772;MINISTRY OF AGRICULTURAL AND NATURAL RESOURCES;Aiolou;35.154432, 33.39257;;Mapbox
4353;National Centre for Marine Reseach;16604 Eldred Avenue;44.979063, -90.180342;;Mapbox
4359;Gaelic Seafoods Ltd;Galway;53.30027, -9.102344;;Mapbox
4362;Aqualvor Limitada;R Lagos 693;41.164998, -8.440826;;Mapbox
4365;Aquacultura de Marin Limitada;Apartado;37.303169, -8.849529;;Mapbox
4370;The Centre for Environment, Fisheries and Aquaculture Science;Barrack Road;50.787503, -1.867865;;Mapbox
4378;DANISH INSTITUTE OF AGRICULTURAL SCIENCES;4200;55.403417, 11.353739;;Mapbox
4386;Greek National Research and Technology Network Sa;14-18 Street;-31.327984, 27.822364;;Mapbox
4388;Ukema;OX11;51.5824, -1.2482;;Mapbox
4407;STRATEC S.A.;Avenue Adolphe Lacomblé 156;50.849614, 4.400096;;Mapbox
4424;FORT DODGE VETERINARIA S.A.;Cr Camprodon;42.211088, 2.455209;;Mapbox
4428;CReSA (Centre de Recerca en Sanitat Animal);Carrer De Bellaterra;41.357958, 2.073562;;Mapbox
4429;Fort Dodge Animal Health;Cr Camprodon;42.211088, 2.455209;;Mapbox
4432;Norwegian School of Veterinary Science;Oslo;59.91333, 10.73897;;Mapbox
4444;BBSRC John Innes Centre;Norwich Road;52.575273, 1.556099;;Mapbox
4454;Institute of Physiology - Bulgarian Academy of Sciences;Akad. Georgi Bonchev 23;42.672479, 23.366856;;Mapbox
4465;Institute of Zoology of the Academy of Sciences of Moldova;Strada Academiei 1;46.998975, 28.818702;;Mapbox
4468;SELONDA AQUACULTURE SA;Elfingen;47.506767, 8.098876;;Mapbox
4469;INTENSIVE AQUACULTURE TECHNOLOGIES LTD .;Barton-upon-Humber;53.68277, -0.438863;;Mapbox
4479;GEOANALYSIS SA;Geoanalysis (Greece);40.64361, 22.93086;;OpenAlexNormalized
4504;SKANDIA AFS NORDIC HOLDING AKTIEBOLAG;Serenadvägen;59.31057, 18.167558;;Mapbox
4508;SCALPRO AS;Rong;60.51392, 4.90989;;Mapbox
4513;INTERNATIONAL BUSINESS MACHINES CORP., RESEARCH DIVISION, T.J. WATSON RESEARCH CENTER;River Road;40.648429, -73.654836;;Mapbox
4535;BYZANTINE AND CHRISTIAN MUSEUM OF ATHENS;16344 Eldred Avenue;44.979063, -90.18034;;Mapbox
8285;FRANCE TELECOM SA;6 Place D'alleray;48.836124, 2.30659;;Mapbox
4575;BLEKINGE TEKNISKA HOEGSKOLA;Valhallavägen 1;56.180656, 15.590698;;Mapbox
4584;UoS, IT Innovation Centre;2 Venture Road;50.96063, -1.42266;;Mapbox
4585;University of Southampton. ECS IAM;Southampton;50.902535, -1.404189;;Mapbox
4589;ORCKIT COMMUNICATIONS LTD.;Yitzhak;32.075752, 34.805152;;Mapbox
4596;Stranda Spekemat;Ødegårdsveien 89;59.840713, 11.120797;;Mapbox
4599;Wies By Gmbh;Gotteskoogstraße;54.793344, 8.825693;;Mapbox
4601;Jens Heide;4790;58.249374, 8.376287;;Mapbox
4610;SIGMA CONSULTANTS;1240 Route Des Dolines;43.625526, 7.039932;;Mapbox
4612;MOTOROLA LIMITED;Motorola (United States);42.03336, -88.08341;;OpenAlexNormalized
4620;Toshiba Research Europe Ltd.;BS1 4ND;51.449619, -2.593855;;Mapbox
4623;France Telecom R&D;Rue Du Général Leclerc;48.825229, 2.2762;;Mapbox
4624;Motorola Ltd;Motorola (United States);42.03336, -88.08341;;OpenAlexNormalized
4643;Centro para a Conservaçao de Energia;Estrada De Alfragide;38.737743, -9.213777;;Mapbox
4644;Assaciaçao de Produtores de Animais do Landal;Estrada Da Fontinha;39.308661, -9.009306;;Mapbox
4648;FORDESI - FORMACAO, DESENVOLVIMENTO E INVESTIGACAO, S.A.;Rua Fialho De Almeida 28;38.76451, -9.240824;;Mapbox
4651;BANK OF CYPRUS ONCOLOGY CENTRE;32 Akropoleos Avenue;35.154392, 33.358713;;Mapbox
4652;ATHENS MEDICAL CENTER S.A.;15125 Elk River Mills Road;34.857472, -87.053994;;Mapbox
4655;EPOGRAF LTD.;11525 Eldred Avenue;44.979062, -90.18031;;Mapbox
4657;ADVANCED INTELLIGENT AUTOMATIC SYSTEMS LTD.;Strovolos Industrial Area Junction;35.128683, 33.366003;;Mapbox
4675;INSTITUT FUER AUTOMATION UND KOMMUNIKATION E.V. MAGDEBURG;Steinfeldstraße 3;52.196875, 11.598807;;Mapbox
4685;DELOITTE & TOUCHE CONSULTING HADJIPAVLOU SOFIANOS & CAMBANIS S.A.;Avenida;4.155683, -74.897027;;Mapbox
4687;ASSOCIACAO C.C.G./ZGDV - CENTRO DE COMPUTACAO GRAFICA;Rotunda Da Universidade Do Minho;41.558357, -8.397797;;Mapbox
4691;INTRACOM SA Hellenic;195 Key Road;35.369755, -81.799783;;Mapbox
4692;SWEDISH SALMON RESEARCH INSTITUTE;Forskarstigen;60.569528, 17.439454;;Mapbox
4745;University of Kemerova;Ut;57.69731, 51.75449;;Mapbox
4747;"Environment Research Centre ""ENVIRC""";Almaty;43.236392, 76.945728;;Mapbox
4750;Russian State University of the Humanities;Moscow Street 6;43.633991, 44.063728;;Mapbox
4766;SPACE S.P.A.;S. P. Korolev Rocket and Space Corporation Energia (Russia);55.91417, 37.82556;;OpenAlexNormalized
4767;FUNDACION ROBOTIKER;Parque Tecnológico;42.292779, -7.805858;;Mapbox
4769;INSTITUT CATALA DE LA CUINA;Carrer De Muntaner 179;41.4607, 2.237257;;Mapbox
4770;THE CHAMBER OF COMMERCI OF BEYPAZARI;Alparslan Türkeş Bulvarı;36.382665, 33.947598;;Mapbox
4773;SAT EL PANTAR;Pd Burjasenya;40.733357, 0.596754;;Mapbox
4774;BODEGUES SUMARROCA S.L.;Carrer El Rebato;41.425182, 1.826039;;Mapbox
4776;MERVES GUMUS;Beypazari;40.168144, 31.920563;;Mapbox
4777;UNIONE PROVINCIALE DEGLI ARTIGIANI DI CAGLI;Via Lanusei;39.240595, 9.193164;;Mapbox
4779;COOPERATIVA TESSILE NOSTRA SIGNORA DE GONARE;Via Alessandro Manzoni;40.224081, 9.165201;;Mapbox
4780;CAVALIER NIOI LUIGI DI NIOI FM, NIOI M. SNC;Via Carmine;39.282501, 9.014287;;Mapbox
4785;INSTITUT FUER MIKROBIOLOGIE UND GENETIK DER UNIVERSITAET WIEN;Löhrgasse 9;48.198867, 16.336887;;Mapbox
4786;UNIVERZA V LJUBLJANI, BIOTEHNISKA FAKULTETA;Jamnikarjeva Ulica 101;46.049339, 14.474636;;Mapbox
4787;UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE/IFTS;9 Boulevard De La Paix;49.25582, 4.040208;;Mapbox
4803;BLC LEATHER TECHNOLOGY CENTRE LTD;Kings Park Road;52.275955, -0.876852;;Mapbox
4805;UNIVERSITY COLLEGE NORTHAMPTON;Boughton Green Road;52.269981, -0.892262;;Mapbox
4806;ASOCIACION DE INVESTIGACION DE LAS INDUSTRIAS DEL CURTIDO Y ANEXAS;Av Pla De La Massa;41.583359, 1.592461;;Mapbox
4810;PÉCSI BÖRGYÁR RÉSZVÉNTYÁRSASÁG;Siklósi Út 22;46.061146, 18.229973;;Mapbox
4811;BIMEO VIZSGÁLÓ ÉS KUTATÓ-FEJLESZTÕ KFT.;Baross Utca 39;47.524069, 19.150025;;Mapbox
4812;CONCIARICERCA ITALIA S.R.L;Via Brisa;45.464704, 9.18033;;Mapbox
4814;CALZADOS LIS, S.L;Carrer Valverde Del Camino 7;38.285038, -0.716763;;Mapbox
4815;BORGE GARVERI AS;Kårvika;60.524845, 5.489256;;Mapbox
4836;National Research Council of Italy-ISE;Via Madonna Del Piano;43.816652, 11.202513;;Mapbox
4842;DALIAN INSTITUTE OF CHEMICAL PHYSICS, CHINESE ACADEMY OF SCIENCES;116023;38.877096, 121.558435;;Mapbox
4847;THE REGIONAL ENVIRONMENTAL CENTER FOR CENTRAL AND EASTERN EUROPE;Ady Endre Út 9-11;47.7037, 19.145201;;Mapbox
4851;3D. DIGITAL DESIGN AND DEVELOPMENT LTS;Chelmsford Close;51.512014, 0.052592;;Mapbox
4853;NATIONAL GALLERY & ALEXANDROS SOYTOS MUSEUM;Street 1;30.141068, 31.421688;;Mapbox
4856;THALES LASER S.A.;Route Départementale 128;43.594048, 3.429925;;Mapbox
4857;UNIVERSITE DE NICE - SOPHIA ANTIPOLIS;Avenue Valrose;43.715273, 7.265616;;Mapbox
4884;MEDICANALYSIS LTD;15126 Eldred Avenue;44.979063, -90.180333;;Mapbox
4886;DIFFCHAMB AB;Backa Bergögata 7;57.747558, 11.99903;;Mapbox
4893;SWEDISH INSTITUTE FOR INFECTIOUS DISEASE CONTROL;Nobels Väg 18;59.349745, 18.023247;;Mapbox
4896;ADGEN LTD.;KA6 5HW;55.479684, -4.566706;;Mapbox
4919;LINKOEPING UNIVERSITY;Seltorp Ekdala;58.357677, 15.702615;;Mapbox
4926;INSTITUTE OF MOLECULAR BIOLOGY - BULGARIAN ACADEMY OF SCIENCES;Akad. Georgi Bonchev 21;42.672615, 23.367034;;Mapbox
4928;THE ROBERT GORDON UNIVERSITY;Schoolhill;57.147948, -2.10018;;Mapbox
4974;ADRIANT;Rue Pierre Adolphe Bobierre;47.263516, -1.566588;;Mapbox
4968;UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL;Coldharbour Lane;51.5026, -2.544749;;Mapbox
4970;CAMPDEN AND CHORLEYWOOD FOOD RESEARCH ASSOCIATION GROUP;Station Road;52.052379, -1.768097;;Mapbox
4971;SWEDISH INSTITUTE FOR FOOD RESEARCH AND BIOTECHNOLOGY AB;Frans Perssons Väg 6;57.680721, 12.023591;;Mapbox
4973;ASOCIACION DE INVESTIGACION DE LA INDUSTRIA AGROALIMENTARIA;Carrer De Benjamin Franklin;39.665144, -0.265618;;Mapbox
8389;TAMKANG UNIVERSITY FOUNDATION;Lane 199 Jinhua Street 5;25.030958, 121.528458;;Mapbox
4989;Leiden University Medical Centre;Leiden;52.157571, 4.48697;;Mapbox
4991;TURBOMECA SA;Avenue Du Président Kennedy;48.353337, 5.683241;;Mapbox
4998;GERMAN AEROSPACE CENTRE (DLR), TURBINE TECHNOLOGY;Bunsenstraße 10;51.527401, 9.931396;;Mapbox
5000;SWISS FEDERAL INSTITUTE OF TECHNOLOGY LAUSANNE (EPFL);Chemin Des Alambics;46.51989, 6.570283;;Mapbox
5006;VTT Building and Transport;FI;62.777754, 26.199539;;Mapbox
5019;Clean Technology Centre, Cork Institute of Technology;Melbourne Business Park;51.888917, -8.536589;;Mapbox
8492;Fund for Molecular Hematology and Immunology;125493;55.839333, 37.48686;;Mapbox
5023;STS. CYRIL AND METHODIUS UNIVERSITY OF VELIKO TURNOVO;Hristo Botev;43.107233, 25.719993;;Mapbox
5027;PTV PLANUNG TRANSPORT VERKEHR AG.;Stumpfstraße 1;49.013567, 8.428034;;Mapbox
5028;AGENZIA REGIONALE PER LA PROTEZIONE DELL'AMBIENTE LIGURE;Piazza Della Vittoria 15;44.402254, 8.943724;;Mapbox
5029;GOVERNMENT OF THE STATE OF ISRAEL;Kanfei Nesharim;31.787436, 35.181842;;Mapbox
5038;ALK-Abello;Bøge Alle 6-8;55.874444, 12.486069;;Mapbox
5086;KRETATIV KOMMUNKATION I KARLSKRONA AB;Senapsgatan;56.22279, 15.664935;;Mapbox
5101;ROVIES AGRICULTURAL COOPERATIVE;340 05;38.765095, 23.316483;;Mapbox
5103;KIRRUR FARAN AGRICULTURAL COOPERATIVE LTD;Arava;32.714796, 35.498781;;Mapbox
5104;KOPPERT BIOLOGICAL SYSTEMS S.L.;Calle De Correos 28;40.369276, -3.222983;;Mapbox
5110;SAGREMARISCO-VIVEIROS DE MARISCO LDA;Beco 1 De Maio;37.066075, -8.823501;;Mapbox
5138;VIVIERS DE FRANCE;Rue Des Friques Ouest;43.87506, -1.154169;;Mapbox
5155;ANIMAL QUARANTINE INSTITUTE, MINISTRY OF AGRICULTURE;266032;36.108396, 120.358765;;Mapbox
5156;INSTITUTE OF ANIMAL HEALTH AND HUSBANDRY OF GANNAN TIBET AUTONOMOUS REGION;747000;35.002118, 102.909423;;Mapbox
5161;INSTITUTE FOR THE STUDY OF THE QUALITY OF LIFE;Calea 13 Septembrie 13;44.422418, 26.086876;;Mapbox
5168;STUDSVIK ECO & SAFETY AB;Nyköping;58.754158, 17.013615;;Mapbox
5179;BUNDESINSTITUT FUER BEVOELKERUNGSFORSCHUNG;Friedrich-Ebert-Allee 4;50.076611, 8.245798;;Mapbox
5201;TUULA HAAVISTO LIBRARY KNOWLEDGE T:MI;Hämeentie 135;60.501403, 24.933699;;Mapbox
5203;NET-U CONSULTANTS LTD;Nicosia;35.16923, 33.360275;;Mapbox
5210;ANKO ANONYMOS ETAIREIA;117 42;37.96607, 23.728614;;Mapbox
5220;Instituto de Biologia Experimental e Tecnologica, IBET;R Eiras 12;39.353892, -7.958373;;Mapbox
5222;SLU - Swedish University of Agricultural Sciences;Uppsala;59.858757, 17.638515;;Mapbox
5227;Szent Istvan University Godollo;Páter Károly Utca 1;47.596033, 19.361519;;Mapbox
5228;Hungarian Academy of Sciences / Plant Protection Institute;1022;47.514299, 19.024734;;Mapbox
5239;JDC ESHEL - THE ASSOCIATION FOR PLANNING AND DEVELOPMENT OF SERVICES FOR THE AGED IN ISRAEL;Jerusalem 91034;32.968466, 35.496942;;Mapbox
5241;Commissariat a l'energie atomique;Roses;46.401179, 6.512007;;Mapbox
5251;CENTRE DE BIOTECHNOLOGIE DE SFAX - SECRETARIAT D'ETAT A LA RECHERCHE SCIENTIFIQUE ET A LA TECHNOLOGIE;Sfax;34.739799, 10.760002;;Mapbox
5252;UNIVERSITE CADI AYYAD;Marrakech;31.626929, -7.988117;;Mapbox
5253;TECNIA - PROCESSOS E EQUIPAMENTOS INDUSTRIAIS E AMBIENTAIS LDA;Rua José Pedro Lopes;39.1334, -9.381677;;Mapbox
5255;UNIVERSITY OF CAIRO;Doqqi;30.038303, 31.211465;;Mapbox
5259;COSTAS MYGDALIS & SIA O.E.;36;36.766685, 8.317159;;Mapbox
5261;TECHNICAL UNIVERSITY OF ISTANBUL;Taksim Sokak;40.886208, 29.266243;;Mapbox
5262;MINISTRY OF TOURISM AND ANTIQUITIES;Amman;31.952248, 35.932407;;Mapbox
5264;ITU DEVELOPMENT FOUNDATION FINANCING MANAGEMENT;Taşkışla Caddesi;41.23361, 29.008461;;Mapbox
5269;DIPARTIMENTO SCIENZE AMBIENTALI - UNIVERSITA' DI PARMA;Parco Area Delle Scienze;44.765149, 10.310533;;Mapbox
