i.id;oa.id;i.name;oa.name;i.geo;oa.geo;dist (m);matching_name
26442;https://openalex.org/I2802184509;Cyprus police;Cyprus Police;35.1554534, 33.3475976726927;35.17531, 33.3642;2674.0;True
26472;https://openalex.org/I4387152804;Technological University of the Shannon: Midlands Midwest;Technological University of the Shannon: Midlands Midwest;52.6799862, -8.6510125;53.42278, -7.93722;95383.0;True
26474;https://openalex.org/I4210145796;EUROPEAN HEAT PUMP ASSOCIATION;European Heat Pump Association;50.840628, 4.3728138;50.85045, 4.34878;2010.0;True
26499;https://openalex.org/I3121987637;UNIVERSIDAD NACIONAL DEL LITORAL;National University of the Littoral;-31.6346852, -60.705146083868;-31.64881, -60.70868;1606.0;True
26502;https://openalex.org/I112260969;Ontario Institute for Cancer Research;Ontario Institute for Cancer Research;43.653963, -79.387207;43.70643, -79.39864;5906.0;True
26590;https://openalex.org/I4400008963;FACULTY OF TECHNOLOGY AND METALLURGY UNIVERSITY OF BELGRADE;University of Belgrade – Faculty of Technology and Metallurgy;44.6103314, 20.7262288;44.80401, 20.46513;29826.0;False
26600;https://openalex.org/I14245010;UNIVERZITET U KRAGUJEVCU;University of Kragujevac;44.0082482, 20.9140472;44.01667, 20.91667;960.0;True
26603;https://openalex.org/I4210094706;CLUB YOUNG SCIENTISTS;Club Young Scientists;42.6978634, 23.3221789;42.69751, 23.32415;166.0;True
26607;https://openalex.org/I1316675753;UNIVERSIDADE DO ESTADO DA BAHIA;Universidade do Estado da Bahia;-12.973757899999999, -38.50901789289739;-12.97563, -38.49096;1968.0;True
26609;https://openalex.org/I4210150540;MINISTRY OF EDUCATION AND SCIENCE OF GEORGIA;Ministry of Education and Science of Georgia;41.6934591, 44.8014495;41.69411, 44.83368;2677.0;True
26620;https://openalex.org/I4210114431;DE VLINDERSTICHTING;Dutch Butterfly Conservation;51.9663991, 5.6554954;51.97, 5.66667;864.0;True
26650;https://openalex.org/I4210153004;AMADEU ANTONIO STIFTUNG;Amadeu Antonio Foundation;49.5484051, 8.6703494971762;52.52437, 13.41053;468169.0;True
26679;https://openalex.org/I21431960;BRITISH SCHOOL AT ATHENS;British School at Athens;51.5064143, -0.1316971;37.98376, 23.72784;2391833.0;True
26689;https://openalex.org/I4210135778;GENERALDIREKTION KULTURELLES ERBE RHEINLAND-PFALZ;Generaldirektion Kulturelles Erbe Rheinland-Pfalz;50.36823505, 7.616540452361186;49.98419, 8.2791;63638.0;True
26696;https://openalex.org/I4210119633;Fundación para la Gestión de la Investigación Biomédica de Cádiz;Fundación Para la Gestión de la Investigación Biomédica de Cádiz;36.5298292, -6.2925679;36.52672, -6.2891;464.0;True
26702;https://openalex.org/I4210132483;NORGES NATURVERNFORBUND;Naturvernforbundet;59.9167307, 10.7500614;59.91273, 10.74609;497.0;True
26727;https://openalex.org/I4210106352;EAT FOUNDATION;EAT;60.0518829, 10.6799603;59.91273, 10.74609;15904.0;True
26804;https://openalex.org/I4210135894;NEXTWORKS;Nextworks (Italy);43.7075084, 10.3814469;43.70853, 10.4036;1784.0;False
26805;https://openalex.org/I4392738070;ACCELLERAN;Accelleran NV (Belgium);51.1436107, 4.99117254658485;51.22047, 4.40026;42065.0;True
26816;https://openalex.org/I4210093546;DIMOS ATHINAION;Dimos Athinaion Epicheirisi Michanografisis (Greece);38.2653828, 21.7618384;37.98376, 23.72784;174798.0;False
26849;https://openalex.org/I268303160;WARSZAWSKI UNIWERSYTET MEDYCZNY;Medical University of Warsaw;52.2337172, 21.0714156104111;52.22977, 21.01178;4085.0;True
26853;https://openalex.org/I1291836623;Mount Sinai Hospital;Mount Sinai Hospital;43.657602, -79.38983;43.70643, -79.39864;5475.0;True
26856;https://openalex.org/I4387152291;BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST;Brighton and Sussex University Hospitals NHS Trust;50.8194761, -0.1183606;50.82838, -0.13947;1783.0;True
26875;https://openalex.org/I4210163835;CONSORZIO INTERUNIVERSITARIO PER L'OTTIMIZZAZIONE E LA RICERCA OPERATIVA;Consorzio Interuniversitario Per L'Ottimizzazione E La Ricerca Operativa;44.3853243, 11.3416015;44.49381, 11.33875;12065.0;True
26876;https://openalex.org/I4210152251;HOVE;City College Brighton and Hove;48.8467812, 2.3771505;50.82838, -0.13947;284789.0;False
26886;https://openalex.org/I2799973717;INSTITUTE FOR EDUCATION;IHE Delft Institute for Water Education;35.9306782, 14.4685565;52.00667, 4.35556;1957863.0;False
26888;https://openalex.org/I4387155831;LEVINSKY-WINGATE ACADEMIC COLLEGE;Levinsky-Wingate Academic College;32.0523573, 34.7626219;32.08088, 34.78057;3594.0;True
26964;https://openalex.org/I112412981;NATIONAL UNIVERSITY OF KYIV-MOHYLA ACADEMY;National University of Kyiv Mohyla Academy;50.4662308, 30.5212438;50.45466, 30.5238;1299.0;False
26972;https://openalex.org/I2269089;SYKEHUSET INNLANDET HF;Innlandet Hospital Trust;60.8827149, 10.9497194;60.88095, 10.93948;588.0;True
26992;https://openalex.org/I216306336;UNIVERZITA J. SELYEHO;J. Selye University;47.93525475, 18.12111089298373;47.76356, 18.12263;19092.0;True
27015;https://openalex.org/I47720641;HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY;Huazhong University of Science and Technology;;30.58333, 114.26667;;True
27036;https://openalex.org/I2802886945;MINISTERO DELL'ECONOMIA E DELLE FINANZE;Ministero dell'Economia e delle Finanze;41.9885079, 13.0684388;41.89193, 12.51133;47314.0;True
27044;https://openalex.org/I4210162862;EUROPEAN SOCIETY FOR BLOOD AND MARROW TRANSPLANTATION;European Society for Blood and Marrow Transplantation;52.1677327, 4.4799799;48.85341, 2.3488;398113.0;True
27046;https://openalex.org/I2802607932;EUROPEAN HEMATOLOGY ASSOCIATION;European Hematology Association;52.0736729, 4.3181918;52.07667, 4.29861;1379.0;True
27065;https://openalex.org/I4210090451;INSTITUTUL NATIONAL DE SANATATE PUBLICA;Institutul National de Sanatate Publica;44.4361414, 26.1027202;44.43225, 26.10626;516.0;True
27068;https://openalex.org/I4210086369;INEM;Institut Necker Enfants Malades;38.7077507, -9.1365919;48.85341, 2.3488;1453688.0;False
27071;https://openalex.org/I191208505;XIAMEN UNIVERSITY;Xiamen University;;24.47979, 118.08187;;True
27072;https://openalex.org/I4392738168;INSTITUTUL DE STUDII SUD EST EUROPENE;Institutul de Studii Sud-Est Europene;44.4217202, 26.0698484;44.43225, 26.10626;3119.0;False
27078;https://openalex.org/I169495764;UNIWERSYTET JANA KOCHANOWSKIEGO W KIELCACH;Jan Kochanowski University;50.8484839, 20.7274942;50.87033, 20.62752;7426.0;True
27098;https://openalex.org/I2800598758;NEDERLANDSE TAALUNIE;Dutch Language Union;52.0826152, 4.3073233;52.07667, 4.29861;890.0;True
27100;https://openalex.org/I170583851;UNIWERSYTET OPOLSKI;University of Opole;50.6696082, 17.9260175174599;50.67211, 17.92533;282.0;True
27143;https://openalex.org/I4210133653;CENTRO EM REDE DE INVESTIGACAO EM ANTROPOLOGIA;Centre for Research in Anthropology;38.7077926, -9.1365061;38.71667, -9.13333;1025.0;True
27203;https://openalex.org/I4210112666;GSM ASSOCIATION;GSMA (United States);47.3746279, 8.5239867;33.749, -84.38798;7522973.0;False
27205;https://openalex.org/I4210135341;MISSIONS PUBLIQUES;Missions Publiques;48.8699021, 2.3461909;48.85341, 2.3488;1844.0;True
27207;https://openalex.org/I4210120219;KHARKIV NATIONAL UNIVERSITY OF INTERNAL AFFAIRS;Kharkiv National University of Internal Affairs;49.9902794, 36.2303893;49.98081, 36.25272;1913.0;True
27214;https://openalex.org/I4210143728;SOUTH AFRICAN NATIONAL ENERGY DEVELOPMENT INSTITUTE;South African National Energy Development Institute;-26.214795000000002, 27.919477916666665;-26.20227, 28.04363;12464.0;True
27219;https://openalex.org/I4210132029;MINISTRY OF SCIENTIFIC RESEARCH AND INNOVATION;Ministry of Scientific Research and Innovation;3.8689867, 11.5213344;3.86667, 11.51667;578.0;True
27225;https://openalex.org/I161372803;STRATHMORE UNIVERSITY;Strathmore University;-1.3074559, 36.8147211;-1.28333, 36.81667;2691.0;True
27229;https://openalex.org/I4210129636;ADDIS ABABA SCIENCE AND TECHNOLOGY UNIVERSITY;Addis Ababa Science and Technology University;8.9013695, 38.8003557;9.02497, 38.74689;14946.0;True
27239;https://openalex.org/I4210114171;ARESS;Agenzia Regionale Sanitaria della Puglia;6.415369500000001, 2.3062283633626413;41.12066, 16.86982;4120533.0;False
27240;https://openalex.org/I216286881;BOTSWANA INTERNATIONAL UNIVERSITY OF SCIENCE & TECHNOLOGY;Botswana International University of Science and Technology;-22.536888, 27.123513;-22.54605, 27.12507;1031.0;False
27242;https://openalex.org/I344018163;DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY;Dedan Kimathi University of Technology;-0.3167549, 36.93100635543915;-0.42013, 36.94759;11642.0;True
27297;https://openalex.org/I4400009003;SIGNATOPE GMBH;Signatope GmbH (Germany);48.482305, 9.1857682;48.49144, 9.20427;1700.0;True
27299;https://openalex.org/I2801203653;CENTRE HOSPITALIER NATIONAL D'OPHTALMOLOGIE DES QUINZE-VINGTS;Centre hospitalier national d'ophtalmologie des Quinze-Vingts;48.8512712, 2.3722273;48.85341, 2.3488;1731.0;True
27328;https://openalex.org/I1443707;JIMMA UNIVERSITY;Jimma University;7.6794053, 36.8535084741544;7.67344, 36.83441;2207.0;True
27330;https://openalex.org/I4210104433;NATIONAL INSTITUTE FOR PUBLIC HEALTH;National Institute for Public Health and the Environment;;52.11, 5.18056;;False
27365;https://openalex.org/I4210155949;EUROPEAN PUBLIC HEALTH ASSOCIATION;European Public Health Association;52.0975474, 5.108915;52.09083, 5.12222;1176.0;True
27382;https://openalex.org/I39481719;INSTITUT NATIONAL DE LA RECHERCHE SCIENTIFIQUE;Institut National de la Recherche Scientifique;46.8130354, -71.2239361;46.81228, -71.21454;720.0;True
27394;https://openalex.org/I99043593;MACQUARIE UNIVERSITY;Macquarie University;;-33.86785, 151.20732;;True
27425;https://openalex.org/I80947539;FUZHOU UNIVERSITY;Fuzhou University;;26.06139, 119.30611;;True
27427;https://openalex.org/I205237279;NANKAI UNIVERSITY;Nankai University;;39.14222, 117.17667;;True
27429;https://openalex.org/I168356945;KYOTO SANGYO UNIVERSITY;Kyoto Sangyo University;;35.02107, 135.75385;;True
27471;https://openalex.org/I4210144188;DESERT RESEARCH CENTER;Desert Research Center;30.048819, 31.243666;30.06263, 31.24967;1641.0;True
27477;https://openalex.org/I4210140100;UNIVERSITATEA DE STAT DIN TIRASPOL;Universitatea de Stat din Tiraspol;47.0383557, 28.8082307;47.00556, 28.8575;5220.0;True
27478;https://openalex.org/I4210160951;Odessa State Environmental University;Odessa State Environmental University;46.4017636, 30.7473249;46.48572, 30.74383;9339.0;True
27482;https://openalex.org/I4210113084;RUSSIAN PRESIDENTIAL ACADEMY OF NATIONAL ECONOMY AND PUBLIC ADMINISTRATION, NORTH-WEST INSTITUTE OF MANAGEMENT;North-West Institute of Management;59.915162800000004, 30.315056501072068;59.93863, 30.31413;2610.0;False
27505;https://openalex.org/I4210132668;AXIOM;Axiom (United States);47.1980425, 0.9172683;41.79586, -87.97562;6680614.0;False
27570;https://openalex.org/I99729588;INDIAN INSTITUTE OF TECHNOLOGY BHUBANESWAR;Indian Institute of Technology Bhubaneswar;20.1540594, 85.7086509;20.27241, 85.83385;18543.0;True
27586;https://openalex.org/I95650031;EESTI KUNSTIAKADEEMIA;Estonian Academy of Arts;59.441675149999995, 24.717414652100878;59.43696, 24.75353;2108.0;True
27598;https://openalex.org/I2799899675;CENTRAL CONSERVATORY OF MUSIC;Central Conservatory of Music;;39.9075, 116.39723;;True
27604;https://openalex.org/I4210090935;DEFENCE RESEARCH INSTITUTE;Defence Institute of High Altitude Research;48.82969105, 2.2328406170627186;34.16504, 77.58402;6217011.0;False
27610;https://openalex.org/I1285200648;MINISTRY OF INTERNAL AFFAIRS;Ministry of Internal Affairs and Communications;41.6988653, 44.8884179;35.6895, 139.69171;7815599.0;False
27614;https://openalex.org/I4210122802;WINCHESTER SCIENCE CENTRE;Winchester Science Centre;51.0612766, -1.3131692;51.06513, -1.3187;577.0;True
27623;https://openalex.org/I4210121164;SKOGSSTYRELSEN;Swedish Forest Agency;57.7973822, 14.1414185;57.78145, 14.15618;1976.0;True
27639;https://openalex.org/I2800181931;NATURSTYRELSEN;Danish Nature Agency;55.707441, 9.275848;55.70927, 9.5357;16280.0;True
27641;https://openalex.org/I2799953214;EMSCHERGENOSSENSCHAFT;Emschergenossenschaft;51.44617235, 7.020153424802404;51.48165, 7.21648;14161.0;True
27642;https://openalex.org/I2800498130;SCOTTISH NATURAL HERITAGE;Scottish Natural Heritage;57.465852100000006, -4.272272036112965;55.95206, -3.19648;180673.0;True
27702;https://openalex.org/I1326116301;NATURAL ENGLAND;Natural England;53.9590555, -1.0815361;53.95763, -1.08271;176.0;True
27714;https://openalex.org/I4210115529;RES PUBLICA;Res Publica (Norway);48.810139, 2.330612;59.91273, 10.74609;1347100.0;False
27727;https://openalex.org/I4210118768;Ministero delle Infrastrutture e dei Trasporti;Ministry of Infrastructures and Transport;41.9987752, 12.6252566;41.89193, 12.51133;15163.0;True
27733;https://openalex.org/I4392738307;FUNDACION CENTRO DE SERVICIOS Y PROMOCION FORESTAL Y DE SU INDUSTRIA DE CASTILLA Y LEON;Cesefor;41.7633842, -2.4642041;41.76401, -2.46883;390.0;True
27738;https://openalex.org/I4400009024;UNIVERSITY OF BELGRADE-FACULTY OF FORESTRY;University of Belgrade – Faculty of Forestry;44.7828455, 20.4226320212463;44.80401, 20.46513;4097.0;False
27745;https://openalex.org/I3130875797;LUCA SCHOOL OF ARTS;LUCA School of Arts;50.8613215, 4.366682977432493;50.85045, 4.34878;1744.0;True
27774;https://openalex.org/I79833322;POMORSKI UNIWERSYTET MEDYCZNY W SZCZECINIE;Pomeranian Medical University;53.4230725, 14.554409568229918;53.42894, 14.55302;659.0;True
27775;https://openalex.org/I4210118302;INFECTIOUS DISEASES, AIDS AND CLINICAL IMMUNOLOGY RESEARCH CENTER;AIDS and Clinical Immunology Research Center;41.61697375, 42.8439677;41.69411, 44.83368;165523.0;True
27795;https://openalex.org/I4388891843;WWF VERDENSNATURFONDEN;WWF Danmark;55.700104, 12.534926;55.67594, 12.56553;3301.0;True
27808;https://openalex.org/I4210119576;ODISEE;University College Odisee;50.8489498, 4.3564427;50.85045, 4.34878;563.0;False
27821;https://openalex.org/I4387930277;NATIONAL TRAINING CENTER;International Research and Training Center;42.712049, 23.321083017956774;50.45466, 30.5238;1020786.0;False
27824;https://openalex.org/I4210139325;ASSOCIATION FRANCOPHONE POUR LES SOINS ONCOLOGIQUES DE SUPPORT;Association Francophone pour les Soins Oncologiques de Support;44.8123425, -0.5481434;44.80759, -0.55144;589.0;True
27845;https://openalex.org/I3109867330;Innovasjon Norge;Innovation Norway (Norway);59.9112341, 10.7392022;59.91273, 10.74609;418.0;True
27880;https://openalex.org/I4210125238;UNIWERSYTET MORSKI W GDYNI;Gdynia Maritime University;54.57919135, 18.519857454950444;54.51889, 18.53188;6750.0;True
27920;https://openalex.org/I4387155239;ESC DIJON BOURGOGNE;ESC Dijon Bourgogne, École supérieure de commerce de Dijon-Bourgogne;47.3278977, 5.0415661;47.31667, 5.01667;2254.0;True
27935;https://openalex.org/I4387153750;PONTIFICIO ISTITUTO BIBLICO;Pontifical Biblical Institute;41.8988222, 12.4837404;41.89193, 12.51133;2409.0;True
27936;https://openalex.org/I12524447;Seton Hall University;Seton Hall University;;40.74899, -74.26126;;True
27938;https://openalex.org/I57092466;BAHIR DAR UNIVERSITY;Bahir Dar University;11.5972676, 37.39578475;11.59364, 37.39077;679.0;True
27939;https://openalex.org/I4210097192;Forum For Social Studies;Forum For Social Studies;9.0, 38.75;9.02497, 38.74689;2797.0;True
27940;https://openalex.org/I102179633;THE NEW SCHOOL;New School;40.73547915, -73.9970708835668;40.71427, -74.00597;2475.0;False
27951;https://openalex.org/I2802813508;EUROPEAN FEDERATION FOR WELDING JOINING AND CUTTING;European Welding Federation;50.9051936, 4.4061338;50.85045, 4.34878;7297.0;False
27957;https://openalex.org/I189575948;SOUTH VALLEY UNIVERSITY;South Valley University;26.1615051, 32.7182974;26.16418, 32.72671;891.0;True
27958;https://openalex.org/I12789410;AHMADU BELLO UNIVERSITY;Ahmadu Bello University;11.130493000000001, 7.700276248793804;11.11128, 7.7227;3248.0;True
27965;https://openalex.org/I3131883934;UNIVERSIDADE AGOSTINHO NETO;Agostinho Neto University;-9.51803445, 13.53567602042315;-8.83682, 13.23432;82656.0;True
27966;https://openalex.org/I4210152282;UNIVERSIDAD NACIONAL DE GUINEA ECUATORIAL;National University of Equatorial Guinea;3.7397935, 8.7201414;3.75578, 8.78166;7054.0;True
27967;https://openalex.org/I128559575;UNIVERSITY OF RUHUNA;University of Ruhuna;6.0534414, 80.5630043;6.0461, 80.2103;39009.0;True
27973;https://openalex.org/I83041830;TECHNISCHE HOCHSCHULE DEGGENDORF;Deggendorf Institute of Technology;48.8297604, 12.9551441;48.84085, 12.96068;1298.0;True
27980;https://openalex.org/I4210167182;LUFTFARTSVERKET;Luftfartsverket (Sweden);58.5905937, 16.1858926;58.59419, 16.1826;443.0;False
27992;https://openalex.org/I11947397;FUNDAMENTAL RESEARCH;Tata Institute of Fundamental Research;50.830137300000004, 4.444777739787238;19.07283, 72.88261;6870610.0;False
27994;https://openalex.org/I4387155278;MAANMITTAUSLAITOS;Maanmittauslaitos;60.1998039, 24.9430199;60.16952, 24.93545;3393.0;True
28008;https://openalex.org/I2802781690;Österreichische Nationalbibliothek;Austrian National Library;48.2068178, 16.3673757;48.20849, 16.37208;395.0;True
28022;https://openalex.org/I4210114743;Monmouthshire County Council;Monmouthshire County Council;51.70196595, -2.9011866235674932;51.58661, -2.75736;16218.0;True
28044;https://openalex.org/I130767617;VIDZEMES AUGSTSKOLA;Vidzeme University of Applied Sciences;57.5140181, 24.71603;57.54108, 25.42751;42582.0;True
28045;https://openalex.org/I4210102653;INSTITUTO POLITECNICO DE SETUBAL;Instituto Politecnico de Setubal;38.51736365, -8.89634062930799;38.5244, -8.8882;1055.0;True
28063;https://openalex.org/I4210104942;CEREGE;Centre de Recherche et d’Enseignement de Géosciences de l’Environnement;43.491418, 5.33329;43.5283, 5.44973;10247.0;False
28081;https://openalex.org/I2801420202;Norsk Teknisk Museum;Norsk Teknisk Museum;59.966428, 10.782707;59.91273, 10.74609;6310.0;True
28094;https://openalex.org/I338023381;ALEXANDER VON HUMBOLDT-STIFTUNG;Alexander von Humboldt Foundation;50.6874397, 7.165804062116042;50.73438, 7.09549;7194.0;True
28101;https://openalex.org/I4387153000;FONDATION DES SCIENCES DU PATRIMOINE;Fondation des Sciences du Patrimoine;49.0313689, 2.0697727;48.85341, 2.3488;28405.0;True
28104;https://openalex.org/I4210156966;MAYOR'S OFFICE FOR POLICING AND CRIME;Mayor's Office for Policing and Crime;51.5073219, -0.1276474;51.50853, -0.12574;188.0;True
28113;https://openalex.org/I4210124808;CROSS-BORDER RESEARCH ASSOCIATION;Cross-Border Research Association;46.534381, 6.5410474;46.51127, 6.49854;4145.0;True
28123;https://openalex.org/I4210101029;SERVICE PUBLIC FEDERAL FINANCES;Service Public Federal Finances;50.8584406, 4.3557975;50.85045, 4.34878;1016.0;True
28158;https://openalex.org/I145311141;Alnylam Pharmaceuticals;Alnylam Pharmaceuticals (United States);42.365062, -71.081662;42.3751, -71.10561;2262.0;False
28171;https://openalex.org/I4210159887;YAROSLAV MUDRYI NATIONAL LAW UNIVERSITY;Yaroslav Mudryi National Law University;49.4871968, 31.2718321;49.98081, 36.25272;362086.0;True
28172;https://openalex.org/I4403928271;SOURCE INTERNATIONAL ONLUS;Source International ETS;43.7274467, 10.5142734;43.76372, 10.43856;7298.0;True
28197;https://openalex.org/I4210087977;LIETUVOS RESPUBLIKOS APLINKOS MINISTERIJA;Ministry of Environment of the Republic of Lithuania;54.6870458, 25.2829111;54.68916, 25.2798;309.0;True
28198;https://openalex.org/I4210092608;SOUTH ATLANTIC ENVIRONMENTAL RESEARCH INSTITUTE;South Atlantic Environmental Research Institute;51.49911755, -0.133139662192783;-51.69382, -57.85701;12685395.0;True
28226;https://openalex.org/I4399598386;MARIE CURIE ALUMNI ASSOCIATION;Marie Curie Alumni Association;50.8457119, 4.3687936;50.85045, 4.34878;1501.0;True
28238;https://openalex.org/I2800033600;EUROPEAN SOCIETY FOR MEDICAL ONCOLOGY;European Society for Medical Oncology;46.0083064, 8.951719;46.01008, 8.96004;672.0;True
28263;https://openalex.org/I106165777;UNIVERSITY OF CENTRAL FLORIDA;University of Central Florida;28.5423999, -81.3794368;28.53834, -81.37924;452.0;True
28270;https://openalex.org/I4210125264;R2M SOLUTION;R2M Solution (Italy);43.6661456, 7.0492115;37.49223, 15.07041;963560.0;False
28288;https://openalex.org/I385545280;INTERNATIONAL UNION OF PURE AND APPLIED CHEMISTRY;International Union of Pure and Applied Chemistry;36.0181316, -78.8751582;35.99403, -78.89862;3411.0;True
28300;https://openalex.org/I1290230355;CALIFORNIA DEPARTMENT OF TOXIC SUBSTANCES CONTROL;California Department of Toxic Substances Control;;38.58157, -121.4944;;True
28303;https://openalex.org/I3045169105;SOUTHERN UNIVERSITY OF SCIENCE AND TECHNOLOGY;Southern University of Science and Technology;;22.54554, 114.0683;;True
28317;https://openalex.org/I4210138883;EUROPEAN AQUACULTURE SOCIETY;European Aquaculture Society;51.2317961, 2.931882;51.21551, 2.927;1843.0;True
28367;https://openalex.org/I4210114321;MINISTERO DELLA DIFESA;Ministry of Defence;41.9031971, 12.4920776528633;41.89193, 12.51133;2027.0;True
28371;https://openalex.org/I177181097;DURBAN UNIVERSITY OF TECHNOLOGY;Durban University of Technology;-29.780556, 31.035833;-29.8579, 31.0292;8624.0;True
28373;https://openalex.org/I24185976;SICHUAN UNIVERSITY;Sichuan University;;30.66667, 104.06667;;True
28375;https://openalex.org/I161296585;Tokyo University of Science;Tokyo University of Science;;35.6895, 139.69171;;True
28378;https://openalex.org/I4210093798;Museum of Fine Arts, Houston;Museum of Fine Arts, Houston;32.5384797, -83.5832382;29.76328, -95.36327;1161971.0;True
28412;https://openalex.org/I4390039319;DA VINCI LABS;Da Vinci Labs (France);47.485367, 0.8930147;47.39484, 0.70398;17420.0;True
28488;https://openalex.org/I4210161256;IMPACT;Impact;50.991288850000004, 3.842148629369313;45.41117, -75.69812;5635727.0;True
28490;https://openalex.org/I44675526;SHANGHAI OCEAN UNIVERSITY;Shanghai Ocean University;;31.22222, 121.45806;;True
28498;https://openalex.org/I4210141806;MAYO COUNTY COUNCIL;Mayo County Council;53.8538011, -9.29954106467946;53.85, -9.3;424.0;True
28514;https://openalex.org/I4407990139;THE CLIMATE ACADEMY;Institute of Climate-Smart Agriculture of the National Academy of Agrarian Sciences of Ukraine;50.8328262, 4.3990719;46.48572, 30.74383;1982845.0;False
28538;https://openalex.org/I4210157864;THE KOREAN HISTORY EDUCATION SOCIETY;The Korean History Education Society;;37.566, 126.9784;;True
28550;https://openalex.org/I3131746957;TAJIK STATE UNIVERSITY OF COMMERCE;Tajik State University of Commerce;38.5762709, 68.7863573;38.53575, 68.77905;4550.0;True
28594;https://openalex.org/I83328450;Miami University;Miami University;39.5103448, -84.7303852;39.507, -84.74523;1327.0;True
28598;https://openalex.org/I2801051648;China-Japan Friendship Hospital;China-Japan Friendship Hospital;;39.9075, 116.39723;;True
28601;https://openalex.org/I153265617;SEBHA UNIVERSITY;Sebha University;27.035081952536608, 14.434368532760084;27.03766, 14.42832;664.0;True
28607;https://openalex.org/I4210130933;Institut National Agronomique de Tunisie;Institut National Agronomique de Tunisie;36.800108, 10.184794;36.81897, 10.16579;2695.0;True
28638;https://openalex.org/I4210141295;University Network of Excellence in Nuclear Engineering;University Network of Excellence in Nuclear Engineering;43.2560802, -79.8728583;43.25011, -79.84963;1995.0;True
28646;https://openalex.org/I130701444;GEORGIA INSTITUTE OF TECHNOLOGY;Georgia Institute of Technology;33.7490987, -84.3901849;33.749, -84.38798;204.0;True
28653;https://openalex.org/I200267027;UNIVERSIDAD JUÁREZ DEL ESTADO DE DURANGO;Universidad Juárez del Estado de Durango;;24.02032, -104.65756;;True
28662;https://openalex.org/I76661892;FEDERAL UNIVERSITY OF TECHNOLOGY, MINNA;Federal University of Technology Minna;9.6187093, 6.5475752;9.61524, 6.54776;386.0;False
28685;https://openalex.org/I4210102454;DUNDEE CITY COUNCIL;Dundee City Council;56.4593653, -2.9735213;56.46913, -2.97489;1089.0;True
28740;https://openalex.org/I139173083;LIETUVOS SPORTO UNIVERSITETAS;Lithuanian Sports University;54.8983474, 23.934575521475264;54.90272, 23.90961;1669.0;True
28762;https://openalex.org/I4210152427;SENSE ABOUT SCIENCE;Sense about Science;51.5227374, -0.1060177;51.50853, -0.12574;2088.0;True
28784;https://openalex.org/I69601649;VIA UNIVERSITY COLLEGE;VIA University College;56.19294, 10.181167;56.15674, 10.21076;4422.0;True
28794;https://openalex.org/I2799869615;HOGERE ZEEVAARTSCHOOL;Antwerp Maritime Academy;51.2410563, 4.397841195988027;51.22047, 4.40026;2295.0;False
28813;https://openalex.org/I4210166499;HENAN POLYTECHNIC UNIVERSITY;Henan Polytechnic University;;35.23972, 113.23306;;True
28822;https://openalex.org/I98435010;LVIV POLYTECHNIC NATIONAL UNIVERSITY;Lviv Polytechnic National University;49.4871968, 31.2718321;49.83826, 24.02324;522969.0;True
28828;https://openalex.org/I4210098514;DANUBE COMMISSION;International Commission for the Protection of the Danube River;47.5083943, 19.1008869;48.20849, 16.37208;217951.0;False
28853;https://openalex.org/I4210136291;"""RIGA MUNICIPAL AGENCY """"RIGA ENERGY AGENCY""""""";Riga Energy Agency;56.9716562, 24.1665986020787;56.946, 24.10589;4657.0;False
28870;https://openalex.org/I11892038;UNIVERSITY OF NIGERIA;University of Nigeria;6.863999099999999, 7.3630873649316815;6.85783, 7.39577;3673.0;True
28872;https://openalex.org/I2800435653;BICC - BONN INTERNATIONAL CENTRE FOR CONFLICT STUDIES GGMBH;BICC - Bonn International Centre for Conflict Studies;50.72409655, 7.064676886726659;50.73438, 7.09549;2452.0;True
28873;https://openalex.org/I8636806;University of Sousse;University of Sousse;35.8172381, 10.639892;35.82539, 10.63699;943.0;True
28894;https://openalex.org/I2800271050;CORK COUNTY COUNCIL;Cork County Council;51.8926877, -8.50836178591408;51.89797, -8.47061;2656.0;True
28902;https://openalex.org/I4210137348;AFRICAN MIGRATION AND DEVELOPMENT POLICY CENTRE;African Migration and Development Policy Centre;-1.3031689499999999, 36.826061224105075;-1.28333, 36.81667;2441.0;True
28904;https://openalex.org/I3132355903;Elizade University;Elizade University;7.350672, 5.113331;7.09316, 4.83528;41961.0;True
28937;https://openalex.org/I265584191;REDEEMER'S UNIVERSITY;Redeemer's University;7.6781633, 4.4600885;6.45407, 3.39467;179858.0;True
28947;https://openalex.org/I41121874;HOCHSCHULE HEILBRONN;Heilbronn University;49.1232528, 9.2098688;49.13995, 9.22054;2012.0;True
28985;https://openalex.org/I4210159884;IASIS;Iasis Molecular Sciences (United States);37.7719875, 20.8979423;47.65966, -117.42908;9656490.0;False
28990;https://openalex.org/I32915989;University of the Ryukyus;University of the Ryukyus;;26.33583, 127.80139;;True
29020;https://openalex.org/I1315672318;STATENS VEGVESEN;Norwegian Public Roads Administration;59.9082546, 10.8143163;59.91273, 10.74609;3836.0;True
29029;https://openalex.org/I4210106480;REGION HANNOVER;Klinikum Region Hannover;52.3664, 9.7455667;52.37052, 9.73322;955.0;False
29071;https://openalex.org/I4210159903;COAL;Institute of Coal Chemistry;48.8748984, 2.352652;37.86944, 112.56028;8179141.0;False
